Image,Predicted,Actual
"Palm_19_(1, 1).jpg",0,1
"Palm_19_(1, 2).jpg",1,1
"Palm_19_(2, 0).jpg",0,0
"Palm_19_(2, 1).jpg",0,0
"Palm_19_(2, 2).jpg",0,0
"Palm_41_(0, 0).jpg",0,0
"Palm_41_(0, 1).jpg",1,1
"Palm_41_(0, 2).jpg",1,1
"Palm_41_(1, 0).jpg",0,0
"Palm_41_(1, 1).jpg",0,0
"Palm_41_(1, 2).jpg",0,0
"Palm_41_(2, 0).jpg",0,0
"Palm_41_(2, 1).jpg",0,0
"Palm_41_(2, 2).jpg",0,0
"Palm_42_(0, 0).jpg",1,1
"Palm_42_(0, 1).jpg",1,1
"Palm_42_(0, 2).jpg",1,1
"Palm_42_(1, 0).jpg",0,0
"Palm_42_(1, 1).jpg",0,0
"Palm_42_(1, 2).jpg",0,0
"Palm_42_(2, 0).jpg",0,0
"Palm_42_(2, 1).jpg",1,1
"Palm_42_(2, 2).jpg",0,0
"Palm_43_(0, 0).jpg",0,0
"Palm_43_(0, 1).jpg",0,0
"Palm_43_(0, 2).jpg",0,0
"Palm_43_(1, 0).jpg",1,1
"Palm_43_(1, 1).jpg",0,0
"Palm_43_(1, 2).jpg",0,0
"Palm_43_(2, 0).jpg",1,1
"Palm_43_(2, 1).jpg",0,0
"Palm_43_(2, 2).jpg",1,1
"Palm_44_(0, 0).jpg",0,0
"Palm_44_(0, 1).jpg",0,0
"Palm_44_(0, 2).jpg",1,1
"Palm_44_(1, 0).jpg",0,0
"Palm_44_(1, 1).jpg",0,0
"Palm_44_(1, 2).jpg",0,0
"Palm_44_(2, 0).jpg",0,0
"Palm_44_(2, 1).jpg",0,0
"Palm_44_(2, 2).jpg",0,0
"Palm_45_(0, 0).jpg",1,1
"Palm_45_(0, 1).jpg",1,1
"Palm_45_(0, 2).jpg",1,1
"Palm_45_(1, 0).jpg",0,0
"Palm_45_(1, 1).jpg",0,0
"Palm_45_(1, 2).jpg",0,0
"Palm_45_(2, 0).jpg",0,0
"Palm_45_(2, 1).jpg",0,0
"Palm_45_(2, 2).jpg",0,0
"Palm_46_(0, 0).jpg",0,1
"Palm_46_(0, 1).jpg",0,1
"Palm_46_(0, 2).jpg",0,0
"Palm_46_(1, 0).jpg",0,1
"Palm_46_(1, 1).jpg",0,1
"Palm_46_(1, 2).jpg",0,0
"Palm_46_(2, 0).jpg",0,1
"Palm_46_(2, 1).jpg",0,0
"Palm_46_(2, 2).jpg",0,0
"Palm_47_(0, 0).jpg",0,0
"Palm_47_(0, 1).jpg",0,0
"Palm_47_(0, 2).jpg",0,0
"Palm_47_(1, 0).jpg",1,1
"Palm_47_(1, 1).jpg",0,0
"Palm_47_(1, 2).jpg",0,1
"Palm_47_(2, 0).jpg",1,1
"Palm_47_(2, 1).jpg",1,1
"Palm_47_(2, 2).jpg",1,1
"Palm_48_(0, 0).jpg",0,0
"Palm_48_(0, 1).jpg",0,0
"Palm_48_(0, 2).jpg",1,0
"Palm_48_(1, 0).jpg",0,0
"Palm_48_(1, 1).jpg",0,0
"Palm_48_(1, 2).jpg",0,0
"Palm_48_(2, 0).jpg",0,0
"Palm_48_(2, 1).jpg",0,0
"Palm_48_(2, 2).jpg",0,0
"Palm_49_(0, 0).jpg",1,1
"Palm_49_(0, 1).jpg",1,1
"Palm_49_(0, 2).jpg",1,1
"Palm_49_(1, 0).jpg",0,0
"Palm_49_(1, 1).jpg",1,1
"Palm_49_(1, 2).jpg",1,1
"Palm_49_(2, 0).jpg",0,0
"Palm_49_(2, 1).jpg",0,0
"Palm_49_(2, 2).jpg",0,0
"Palm_50_(0, 0).jpg",0,0
"Palm_50_(0, 1).jpg",0,0
"Palm_50_(0, 2).jpg",0,0
"Palm_50_(1, 0).jpg",0,0
"Palm_50_(1, 1).jpg",0,1
"Palm_50_(1, 2).jpg",1,1
"Palm_50_(2, 0).jpg",0,0
"Palm_50_(2, 1).jpg",0,0
"Palm_50_(2, 2).jpg",0,0
"Palm_51_(0, 0).jpg",0,0
"Palm_51_(0, 1).jpg",0,0
"Palm_51_(0, 2).jpg",0,0
"Palm_51_(1, 0).jpg",0,0
"Palm_51_(1, 1).jpg",0,0
"Palm_51_(1, 2).jpg",0,0
"Palm_51_(2, 0).jpg",1,1
"Palm_51_(2, 1).jpg",1,1
"Palm_51_(2, 2).jpg",1,1
"Palm_52_(0, 0).jpg",0,0
"Palm_52_(0, 1).jpg",1,1
"Palm_52_(0, 2).jpg",0,0
"Palm_52_(1, 0).jpg",0,0
"Palm_52_(1, 1).jpg",0,1
"Palm_52_(1, 2).jpg",1,0
"Palm_52_(2, 0).jpg",0,0
"Palm_52_(2, 1).jpg",0,0
"Palm_52_(2, 2).jpg",0,0
"Palm_53_(0, 0).jpg",0,0
"Palm_53_(0, 1).jpg",0,0
"Palm_53_(0, 2).jpg",0,0
"Palm_53_(1, 0).jpg",0,0
"Palm_53_(1, 1).jpg",0,0
"Palm_53_(1, 2).jpg",1,1
"Palm_53_(2, 0).jpg",0,0
"Palm_53_(2, 1).jpg",0,0
"Palm_53_(2, 2).jpg",0,0
"Palm_54_(0, 0).jpg",1,1
"Palm_54_(0, 1).jpg",0,0
"Palm_54_(0, 2).jpg",0,0
"Palm_54_(1, 0).jpg",1,1
"Palm_54_(1, 1).jpg",1,1
"Palm_54_(1, 2).jpg",0,0
"Palm_54_(2, 0).jpg",0,1
"Palm_54_(2, 1).jpg",1,1
"Palm_54_(2, 2).jpg",0,0
"Palm_55_(0, 0).jpg",0,0
"Palm_55_(0, 1).jpg",0,0
"Palm_55_(0, 2).jpg",0,0
"Palm_55_(1, 0).jpg",1,1
"Palm_55_(1, 1).jpg",1,1
"Palm_55_(1, 2).jpg",1,1
"Palm_55_(2, 0).jpg",0,0
"Palm_55_(2, 1).jpg",0,0
"Palm_55_(2, 2).jpg",0,0
"Palm_56_(0, 0).jpg",0,0
"Palm_56_(0, 1).jpg",1,1
"Palm_56_(0, 2).jpg",1,1
"Palm_56_(1, 0).jpg",0,0
"Palm_56_(1, 1).jpg",1,1
"Palm_56_(1, 2).jpg",1,1
"Palm_56_(2, 0).jpg",0,0
"Palm_56_(2, 1).jpg",0,0
"Palm_56_(2, 2).jpg",0,0
"Palm_57_(0, 0).jpg",0,0
"Palm_57_(0, 1).jpg",0,0
"Palm_57_(0, 2).jpg",1,1
"Palm_57_(1, 0).jpg",0,0
"Palm_57_(1, 1).jpg",0,0
"Palm_57_(1, 2).jpg",1,1
"Palm_57_(2, 0).jpg",0,0
"Palm_57_(2, 1).jpg",0,0
"Palm_57_(2, 2).jpg",1,1
"Palm_58_(0, 0).jpg",0,0
"Palm_58_(0, 1).jpg",0,0
"Palm_58_(0, 2).jpg",1,0
"Palm_58_(1, 0).jpg",1,1
"Palm_58_(1, 1).jpg",1,0
"Palm_58_(1, 2).jpg",1,1
"Palm_58_(2, 0).jpg",1,1
"Palm_58_(2, 1).jpg",1,1
"Palm_58_(2, 2).jpg",1,1
"Palm_59_(0, 0).jpg",0,0
"Palm_59_(0, 1).jpg",0,0
"Palm_59_(0, 2).jpg",0,0
"Palm_59_(1, 0).jpg",1,1
"Palm_59_(1, 1).jpg",1,1
"Palm_59_(1, 2).jpg",1,1
"Palm_59_(2, 0).jpg",0,0
"Palm_59_(2, 1).jpg",0,0
"Palm_59_(2, 2).jpg",0,0
"Palm_60_(0, 0).jpg",0,0
"Palm_60_(0, 1).jpg",1,1
"Palm_60_(0, 2).jpg",0,0
"Palm_60_(1, 0).jpg",0,0
"Palm_60_(1, 1).jpg",0,1
"Palm_60_(1, 2).jpg",0,0
"Palm_60_(2, 0).jpg",0,0
"Palm_60_(2, 1).jpg",0,0
"Palm_60_(2, 2).jpg",0,0
"Palm_61_(0, 0).jpg",1,1
"Palm_61_(0, 1).jpg",1,1
"Palm_61_(0, 2).jpg",1,1
"Palm_61_(1, 0).jpg",0,0
"Palm_61_(1, 1).jpg",0,0
"Palm_61_(1, 2).jpg",1,1
"Palm_61_(2, 0).jpg",0,0
"Palm_61_(2, 1).jpg",0,0
"Palm_61_(2, 2).jpg",0,0
"Palm_62_(0, 0).jpg",1,1
"Palm_62_(0, 1).jpg",1,1
"Palm_62_(0, 2).jpg",0,0
"Palm_62_(1, 0).jpg",0,0
"Palm_62_(1, 1).jpg",1,1
"Palm_62_(1, 2).jpg",0,0
"Palm_62_(2, 0).jpg",0,0
"Palm_62_(2, 1).jpg",0,1
"Palm_62_(2, 2).jpg",0,1
"Palm_63_(0, 0).jpg",0,0
"Palm_63_(0, 1).jpg",0,0
"Palm_63_(0, 2).jpg",1,1
"Palm_63_(1, 0).jpg",0,1
"Palm_63_(1, 1).jpg",1,0
"Palm_63_(1, 2).jpg",0,0
"Palm_63_(2, 0).jpg",0,0
"Palm_63_(2, 1).jpg",1,1
"Palm_63_(2, 2).jpg",1,1
"Palm_64_(0, 0).jpg",1,1
"Palm_64_(0, 1).jpg",0,0
"Palm_64_(0, 2).jpg",1,1
"Palm_64_(1, 0).jpg",0,0
"Palm_64_(1, 1).jpg",0,0
"Palm_64_(1, 2).jpg",0,0
"Palm_64_(2, 0).jpg",0,0
"Palm_64_(2, 1).jpg",0,0
"Palm_64_(2, 2).jpg",0,0
"Palm_65_(0, 0).jpg",0,0
"Palm_65_(0, 1).jpg",0,0
"Palm_65_(0, 2).jpg",0,1
"Palm_65_(1, 0).jpg",0,0
"Palm_65_(1, 1).jpg",0,0
"Palm_65_(1, 2).jpg",0,0
"Palm_65_(2, 0).jpg",0,0
"Palm_65_(2, 1).jpg",0,0
"Palm_65_(2, 2).jpg",0,0
"Palm_66_(0, 0).jpg",0,0
"Palm_66_(0, 1).jpg",0,0
"Palm_66_(0, 2).jpg",0,0
"Palm_66_(1, 0).jpg",1,1
"Palm_66_(1, 1).jpg",1,1
"Palm_66_(1, 2).jpg",1,1
"Palm_66_(2, 0).jpg",0,0
"Palm_66_(2, 1).jpg",0,0
"Palm_66_(2, 2).jpg",0,0
"Palm_67_(0, 0).jpg",1,1
"Palm_67_(0, 1).jpg",1,1
"Palm_67_(0, 2).jpg",1,1
"Palm_67_(1, 0).jpg",0,0
"Palm_67_(1, 1).jpg",0,0
"Palm_67_(1, 2).jpg",0,0
"Palm_67_(2, 0).jpg",0,0
"Palm_67_(2, 1).jpg",0,0
"Palm_67_(2, 2).jpg",0,0
"Palm_68_(0, 0).jpg",0,1
"Palm_68_(0, 1).jpg",0,1
"Palm_68_(0, 2).jpg",1,1
"Palm_68_(1, 0).jpg",1,1
"Palm_68_(1, 1).jpg",1,1
"Palm_68_(1, 2).jpg",0,1
"Palm_68_(2, 0).jpg",0,0
"Palm_68_(2, 1).jpg",1,1
"Palm_68_(2, 2).jpg",1,1
"Palm_69_(0, 0).jpg",0,0
"Palm_69_(0, 1).jpg",0,0
"Palm_69_(0, 2).jpg",1,1
"Palm_69_(1, 0).jpg",0,0
"Palm_69_(1, 1).jpg",0,0
"Palm_69_(1, 2).jpg",1,1
"Palm_69_(2, 0).jpg",0,0
"Palm_69_(2, 1).jpg",0,0
"Palm_69_(2, 2).jpg",1,1
"Palm_70_(0, 0).jpg",0,0
"Palm_70_(0, 1).jpg",0,0
"Palm_70_(0, 2).jpg",0,0
"Palm_70_(1, 0).jpg",0,0
"Palm_70_(1, 1).jpg",0,0
"Palm_70_(1, 2).jpg",0,0
"Palm_70_(2, 0).jpg",0,0
"Palm_70_(2, 1).jpg",0,0
"Palm_70_(2, 2).jpg",0,0
"Palm_71_(0, 0).jpg",0,1
"Palm_71_(0, 1).jpg",1,0
"Palm_71_(0, 2).jpg",0,1
"Palm_71_(1, 0).jpg",1,1
"Palm_71_(1, 1).jpg",1,1
"Palm_71_(1, 2).jpg",0,1
"Palm_71_(2, 0).jpg",0,0
"Palm_71_(2, 1).jpg",0,0
"Palm_71_(2, 2).jpg",0,0
"Palm_72_(0, 0).jpg",0,0
"Palm_72_(0, 1).jpg",0,0
"Palm_72_(0, 2).jpg",0,0
"Palm_72_(1, 0).jpg",1,1
"Palm_72_(1, 1).jpg",1,0
"Palm_72_(1, 2).jpg",0,0
"Palm_72_(2, 0).jpg",1,1
"Palm_72_(2, 1).jpg",1,1
"Palm_72_(2, 2).jpg",1,1
"Palm_73_(0, 0).jpg",1,1
"Palm_73_(0, 1).jpg",1,0
"Palm_73_(0, 2).jpg",0,0
"Palm_73_(1, 0).jpg",0,0
"Palm_73_(1, 1).jpg",0,0
"Palm_73_(1, 2).jpg",0,0
"Palm_73_(2, 0).jpg",0,0
"Palm_73_(2, 1).jpg",0,0
"Palm_73_(2, 2).jpg",0,0
"Palm_74_(0, 0).jpg",0,0
"Palm_74_(0, 1).jpg",1,1
"Palm_74_(0, 2).jpg",0,0
"Palm_74_(1, 0).jpg",0,0
"Palm_74_(1, 1).jpg",1,1
"Palm_74_(1, 2).jpg",1,0
"Palm_74_(2, 0).jpg",0,0
"Palm_74_(2, 1).jpg",0,0
"Palm_74_(2, 2).jpg",0,0
"Palm_75_(0, 0).jpg",0,0
"Palm_75_(0, 1).jpg",1,1
"Palm_75_(0, 2).jpg",1,1
"Palm_75_(1, 0).jpg",0,0
"Palm_75_(1, 1).jpg",1,1
"Palm_75_(1, 2).jpg",1,1
"Palm_75_(2, 0).jpg",0,0
"Palm_75_(2, 1).jpg",0,1
"Palm_75_(2, 2).jpg",1,1
"Palm_76_(0, 0).jpg",1,1
"Palm_76_(0, 1).jpg",1,1
"Palm_76_(0, 2).jpg",1,1
"Palm_76_(1, 0).jpg",1,0
"Palm_76_(1, 1).jpg",0,0
"Palm_76_(1, 2).jpg",0,0
"Palm_76_(2, 0).jpg",1,0
"Palm_76_(2, 1).jpg",0,0
"Palm_76_(2, 2).jpg",0,0
"Palm_77_(0, 0).jpg",0,0
"Palm_77_(0, 1).jpg",1,1
"Palm_77_(0, 2).jpg",1,1
"Palm_77_(1, 0).jpg",0,0
"Palm_77_(1, 1).jpg",1,1
"Palm_77_(1, 2).jpg",1,1
"Palm_77_(2, 0).jpg",0,0
"Palm_77_(2, 1).jpg",0,0
"Palm_77_(2, 2).jpg",0,0
"Palm_78_(0, 0).jpg",0,0
"Palm_78_(0, 1).jpg",1,0
"Palm_78_(0, 2).jpg",0,0
"Palm_78_(1, 0).jpg",0,0
"Palm_78_(1, 1).jpg",1,0
"Palm_78_(1, 2).jpg",0,0
"Palm_78_(2, 0).jpg",0,0
"Palm_78_(2, 1).jpg",0,0
"Palm_78_(2, 2).jpg",0,0
"Palm_79_(0, 0).jpg",0,0
"Palm_79_(0, 1).jpg",1,0
"Palm_79_(0, 2).jpg",0,0
"Palm_79_(1, 0).jpg",0,0
"Palm_79_(1, 1).jpg",1,1
"Palm_79_(1, 2).jpg",0,1
"Palm_79_(2, 0).jpg",0,0
"Palm_79_(2, 1).jpg",1,1
"Palm_79_(2, 2).jpg",0,1
"Palm_80_(0, 0).jpg",1,1
"Palm_80_(0, 1).jpg",1,1
"Palm_80_(0, 2).jpg",1,1
"Palm_80_(1, 0).jpg",0,0
"Palm_80_(1, 1).jpg",1,1
"Palm_80_(1, 2).jpg",1,0
"Palm_80_(2, 0).jpg",0,0
"Palm_80_(2, 1).jpg",0,1
"Palm_80_(2, 2).jpg",0,0
"Palm_81_(0, 0).jpg",1,1
"Palm_81_(0, 1).jpg",1,1
"Palm_81_(0, 2).jpg",0,0
"Palm_81_(1, 0).jpg",0,1
"Palm_81_(1, 1).jpg",1,1
"Palm_81_(1, 2).jpg",1,0
"Palm_81_(2, 0).jpg",0,0
"Palm_81_(2, 1).jpg",0,0
"Palm_81_(2, 2).jpg",1,0
"Palm_82_(0, 0).jpg",0,1
"Palm_82_(0, 1).jpg",0,1
"Palm_82_(0, 2).jpg",0,1
"Palm_82_(1, 0).jpg",0,1
"Palm_82_(1, 1).jpg",1,1
"Palm_82_(1, 2).jpg",0,0
"Palm_82_(2, 0).jpg",0,0
"Palm_82_(2, 1).jpg",0,0
"Palm_82_(2, 2).jpg",0,0
"Palm_83_(0, 0).jpg",0,0
"Palm_83_(0, 1).jpg",0,0
"Palm_83_(0, 2).jpg",1,1
"Palm_83_(1, 0).jpg",0,0
"Palm_83_(1, 1).jpg",0,0
"Palm_83_(1, 2).jpg",1,1
"Palm_83_(2, 0).jpg",0,0
"Palm_83_(2, 1).jpg",0,0
"Palm_83_(2, 2).jpg",0,0
"Palm_84_(0, 0).jpg",0,0
"Palm_84_(0, 1).jpg",0,0
"Palm_84_(0, 2).jpg",0,0
"Palm_84_(1, 0).jpg",0,0
"Palm_84_(1, 1).jpg",0,0
"Palm_84_(1, 2).jpg",0,0
"Palm_84_(2, 0).jpg",0,0
"Palm_84_(2, 1).jpg",0,0
"Palm_84_(2, 2).jpg",0,0
"Palm_85_(0, 0).jpg",0,0
"Palm_85_(0, 1).jpg",0,1
"Palm_85_(0, 2).jpg",0,0
"Palm_85_(1, 0).jpg",0,0
"Palm_85_(1, 1).jpg",1,1
"Palm_85_(1, 2).jpg",1,1
"Palm_85_(2, 0).jpg",0,0
"Palm_85_(2, 1).jpg",1,1
"Palm_85_(2, 2).jpg",1,1
"Palm_86_(0, 0).jpg",1,0
"Palm_86_(0, 1).jpg",1,1
"Palm_86_(0, 2).jpg",1,0
"Palm_86_(1, 0).jpg",1,1
"Palm_86_(1, 1).jpg",1,1
"Palm_86_(1, 2).jpg",0,0
"Palm_86_(2, 0).jpg",0,0
"Palm_86_(2, 1).jpg",0,0
"Palm_86_(2, 2).jpg",0,0
"Palm_87_(0, 0).jpg",0,0
"Palm_87_(0, 1).jpg",0,0
"Palm_87_(0, 2).jpg",0,0
"Palm_87_(1, 0).jpg",0,0
"Palm_87_(1, 1).jpg",0,0
"Palm_87_(1, 2).jpg",1,1
"Palm_87_(2, 0).jpg",0,1
"Palm_87_(2, 1).jpg",1,1
"Palm_87_(2, 2).jpg",0,0
"Palm_88_(0, 0).jpg",0,0
"Palm_88_(0, 1).jpg",0,0
"Palm_88_(0, 2).jpg",0,0
"Palm_88_(1, 0).jpg",0,0
"Palm_88_(1, 1).jpg",0,0
"Palm_88_(1, 2).jpg",0,0
"Palm_88_(2, 0).jpg",0,1
"Palm_88_(2, 1).jpg",0,0
"Palm_88_(2, 2).jpg",0,0
"Palm_89_(0, 0).jpg",0,0
"Palm_89_(0, 1).jpg",1,1
"Palm_89_(0, 2).jpg",1,1
"Palm_89_(1, 0).jpg",0,0
"Palm_89_(1, 1).jpg",0,1
"Palm_89_(1, 2).jpg",1,1
"Palm_89_(2, 0).jpg",0,0
"Palm_89_(2, 1).jpg",0,0
"Palm_89_(2, 2).jpg",0,0
"Palm_90_(0, 0).jpg",1,1
"Palm_90_(0, 1).jpg",0,0
"Palm_90_(0, 2).jpg",0,0
"Palm_90_(1, 0).jpg",0,1
"Palm_90_(1, 1).jpg",1,0
"Palm_90_(1, 2).jpg",1,0
"Palm_90_(2, 0).jpg",0,0
"Palm_90_(2, 1).jpg",0,0
"Palm_90_(2, 2).jpg",0,0
"Palm_91_(0, 0).jpg",0,0
"Palm_91_(0, 1).jpg",1,1
"Palm_91_(0, 2).jpg",0,1
"Palm_91_(1, 0).jpg",1,1
"Palm_91_(1, 1).jpg",0,1
"Palm_91_(1, 2).jpg",0,1
"Palm_91_(2, 0).jpg",0,0
"Palm_91_(2, 1).jpg",0,0
"Palm_91_(2, 2).jpg",0,0
"Palm_92_(0, 0).jpg",0,0
"Palm_92_(0, 1).jpg",0,0
"Palm_92_(0, 2).jpg",0,0
"Palm_92_(1, 0).jpg",1,1
"Palm_92_(1, 1).jpg",0,1
"Palm_92_(1, 2).jpg",1,1
"Palm_92_(2, 0).jpg",1,1
"Palm_92_(2, 1).jpg",0,1
"Palm_92_(2, 2).jpg",0,1
"Palm_93_(0, 0).jpg",1,1
"Palm_93_(0, 1).jpg",0,0
"Palm_93_(0, 2).jpg",0,0
"Palm_93_(1, 0).jpg",0,0
"Palm_93_(1, 1).jpg",1,1
"Palm_93_(1, 2).jpg",1,1
"Palm_93_(2, 0).jpg",0,0
"Palm_93_(2, 1).jpg",0,0
"Palm_93_(2, 2).jpg",0,0
"Palm_94_(0, 0).jpg",1,1
"Palm_94_(0, 1).jpg",1,1
"Palm_94_(0, 2).jpg",0,0
"Palm_94_(1, 0).jpg",0,1
"Palm_94_(1, 1).jpg",0,1
"Palm_94_(1, 2).jpg",0,0
"Palm_94_(2, 0).jpg",1,1
"Palm_94_(2, 1).jpg",0,0
"Palm_94_(2, 2).jpg",0,0
"Palm_95_(0, 0).jpg",1,1
"Palm_95_(0, 1).jpg",1,1
"Palm_95_(0, 2).jpg",0,0
"Palm_95_(1, 0).jpg",1,1
"Palm_95_(1, 1).jpg",1,1
"Palm_95_(1, 2).jpg",0,0
"Palm_95_(2, 0).jpg",0,0
"Palm_95_(2, 1).jpg",0,0
